long,lat,massflow,gpstime,cycletime,distance,cutwidth,moisture,headerstatus,passno,monitorno,fieldid,loadid,crop,gpsstatus,pdop,altitude
-96.464027,41.185395,4.45,1002883522,2,66,240,11.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.8
-96.464024,41.185374,2.43,1002883524,2,86,240,11.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.5
-96.464024,41.185353,4.38,1002883526,2,96,240,11.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.5
-96.464023,41.185330,3.06,1002883528,2,99,240,11.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464022,41.185308,4.92,1002883530,2,100,240,11.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464022,41.185286,4.92,1002883532,2,101,240,11.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464022,41.185263,3.17,1002883534,2,101,240,11.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464021,41.185240,3.85,1002883536,2,96,240,11.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464021,41.185217,5.87,1002883538,2,99,240,11.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464020,41.185194,5.27,1002883540,2,98,240,11.7,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464021,41.185171,4.89,1002883542,2,94,240,11.7,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464020,41.185149,5.53,1002883544,2,93,240,11.9,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464020,41.185125,3.18,1002883546,2,102,240,12.1,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464019,41.185102,5.74,1002883548,2,100,240,12.2,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464018,41.185078,5.36,1002883550,2,101,240,12.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464018,41.185055,5.16,1002883552,2,99,240,12.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464017,41.185032,3.21,1002883554,2,96,240,12.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464017,41.185008,5.98,1002883556,2,103,240,12.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184986,5.35,1002883558,2,90,240,12.7,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464017,41.184962,4.84,1002883560,2,105,240,12.8,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184938,6.09,1002883562,2,99,240,12.9,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184914,6.61,1002883564,2,104,240,12.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184891,5.71,1002883566,2,98,240,12.8,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184868,6.99,1002883568,2,100,240,12.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464016,41.184843,4.92,1002883570,2,103,240,12.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464016,41.184819,8.33,1002883572,2,104,240,12.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464017,41.184795,7.51,1002883574,2,101,240,12.7,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.2
-96.464017,41.184772,8.34,1002883576,2,103,240,12.7,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.2
-96.464018,41.184749,7.71,1002883578,2,98,240,12.8,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1197.8
-96.464019,41.184726,6.54,1002883580,2,98,240,13.1,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1197.8
-96.464019,41.184705,7.22,1002883582,2,92,240,13.2,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1197.8
-96.464019,41.184681,5.58,1002883584,2,103,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1197.8
-96.464019,41.184658,8.11,1002883586,2,92,240,13.2,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.2
-96.464019,41.184635,7.90,1002883588,2,104,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.2
-96.464020,41.184612,6.45,1002883590,2,96,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464020,41.184590,8.35,1002883592,2,94,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464020,41.184567,7.49,1002883594,2,100,240,13.5,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464021,41.184544,7.10,1002883596,2,98,240,13.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464022,41.184522,7.03,1002883598,2,96,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464023,41.184499,7.36,1002883600,2,91,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464023,41.184477,7.41,1002883602,2,94,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464025,41.184454,7.02,1002883604,2,99,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464029,41.184432,6.92,1002883606,2,97,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464032,41.184409,8.78,1002883608,2,102,240,13.6,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464037,41.184387,7.39,1002883610,2,97,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464043,41.184365,8.10,1002883612,2,97,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464049,41.184342,6.78,1002883614,2,96,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464056,41.184320,5.12,1002883616,2,97,240,13.4,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464065,41.184298,5.85,1002883618,2,94,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464076,41.184275,5.99,1002883620,2,105,240,13.2,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.2
-96.464086,41.184254,6.88,1002883622,2,99,240,13.3,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1197.8
-96.464092,41.184234,7.04,1002883624,2,88,240,13.1,33,1,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464179,41.184173,2.47,1002883652,2,100,240,13.6,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1200.1
-96.464177,41.184197,5.04,1002883654,2,105,240,13.6,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.8
-96.464172,41.184220,7.18,1002883656,2,100,240,13.3,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464167,41.184239,5.35,1002883658,2,91,240,13.4,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464162,41.184256,3.03,1002883660,2,72,240,13.5,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.5
-96.464154,41.184275,1.76,1002883662,2,86,240,13.5,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464124,41.184341,1.49,1002883762,2,42,240,14.0,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464119,41.184354,2.75,1002883764,2,58,240,13.9,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.5
-96.464115,41.184363,1.15,1002883766,2,55,240,13.9,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.5
-96.464109,41.184383,5.02,1002883772,2,59,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464106,41.184394,5.23,1002883774,2,56,240,13.6,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464104,41.184403,5.22,1002883776,2,36,240,13.7,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464102,41.184417,5.79,1002883778,2,59,240,13.6,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464099,41.184432,6.64,1002883780,2,63,240,13.4,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464097,41.184447,4.13,1002883782,2,66,240,13.4,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464094,41.184463,4.72,1002883784,2,66,240,13.5,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464093,41.184479,4.02,1002883786,2,73,240,13.4,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464092,41.184496,4.02,1002883788,2,75,240,13.4,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464091,41.184513,7.53,1002883790,2,68,240,13.9,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464090,41.184530,7.06,1002883792,2,78,240,13.9,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464089,41.184548,3.84,1002883794,2,76,240,13.7,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464090,41.184564,6.39,1002883796,2,70,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1199.1
-96.464090,41.184582,4.93,1002883798,2,79,240,14.0,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464089,41.184600,6.24,1002883800,2,75,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464089,41.184617,7.86,1002883802,2,74,240,13.7,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.8
-96.464089,41.184637,4.13,1002883804,2,84,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464090,41.184654,3.14,1002883806,2,75,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464090,41.184673,1.15,1002883808,2,79,240,13.8,33,2,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1198.5
-96.464095,41.184737,1.83,1002890620,2,66,240,14.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464095,41.184757,9.78,1002890622,2,77,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.184781,7.65,1002890624,2,88,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.184806,5.72,1002890626,2,105,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.184833,8.69,1002890628,2,107,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.184860,8.33,1002890630,2,118,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464095,41.184886,8.73,1002890632,2,113,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464095,41.184913,7.45,1002890634,2,118,240,14.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.464095,41.184940,7.76,1002890636,2,111,240,14.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.184968,5.93,1002890638,2,121,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.464097,41.184996,6.20,1002890640,2,123,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464096,41.185024,5.57,1002890643,3,182,240,14.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464097,41.185053,6.23,1002890645,2,120,240,14.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464097,41.185081,6.92,1002890647,2,118,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.464096,41.185110,6.97,1002890649,2,126,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464097,41.185139,6.08,1002890651,2,124,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.464098,41.185168,4.56,1002890653,2,126,240,14.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464099,41.185197,7.82,1002890655,2,126,240,14.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464099,41.185227,4.75,1002890657,2,125,240,14.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.464101,41.185256,6.20,1002890659,2,126,240,14.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.464100,41.185287,7.03,1002890661,2,128,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.464100,41.185316,6.84,1002890663,2,127,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.464100,41.185346,3.80,1002890665,2,125,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.464100,41.185377,6.95,1002890667,2,136,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.464101,41.185406,4.99,1002890669,2,126,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.6
-96.464102,41.185424,2.32,1002890671,2,117,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.464102,41.185430,1.51,1002890673,2,77,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.464127,41.185391,2.56,1002890683,2,99,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.464161,41.185392,6.21,1002890685,2,119,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.6
-96.464198,41.185394,6.57,1002890687,2,117,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.464234,41.185395,6.48,1002890689,2,116,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.464273,41.185395,6.88,1002890691,2,117,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.464309,41.185395,5.84,1002890693,2,124,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.464345,41.185393,5.96,1002890695,2,121,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.3
-96.464384,41.185393,6.87,1002890697,2,126,240,13.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.6
-96.464424,41.185393,5.60,1002890699,2,136,240,13.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.3
-96.464465,41.185393,8.03,1002890701,2,130,240,13.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.3
-96.464506,41.185392,6.89,1002890703,2,134,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.0
-96.464548,41.185392,7.61,1002890705,2,133,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.464589,41.185393,7.83,1002890707,2,134,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.464630,41.185393,7.10,1002890709,2,136,240,13.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.464673,41.185394,6.94,1002890711,2,128,240,13.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.464717,41.185395,5.38,1002890713,2,140,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.464759,41.185394,7.03,1002890715,2,145,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.464806,41.185395,5.39,1002890717,2,136,240,13.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.464850,41.185396,3.06,1002890719,2,154,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.464896,41.185397,4.99,1002890721,2,148,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.0
-96.464942,41.185398,5.80,1002890723,2,149,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.0
-96.464986,41.185398,4.09,1002890725,2,148,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.465031,41.185399,5.43,1002890727,2,142,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.0
-96.465075,41.185399,4.74,1002890729,2,150,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.0
-96.465120,41.185399,4.25,1002890731,2,145,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.465165,41.185400,4.56,1002890733,2,147,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.465210,41.185401,4.58,1002890735,2,147,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.465255,41.185400,3.95,1002890737,2,145,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.3
-96.465300,41.185400,4.23,1002890739,2,148,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.465347,41.185401,3.43,1002890741,2,147,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1188.6
-96.465391,41.185401,4.79,1002890743,2,153,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.0
-96.465437,41.185402,4.98,1002890745,2,146,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.0
-96.465479,41.185402,6.66,1002890747,2,146,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.0
-96.465521,41.185402,6.66,1002890749,2,138,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.3
-96.465562,41.185402,5.99,1002890751,2,139,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.6
-96.465603,41.185402,7.63,1002890753,2,131,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.6
-96.465644,41.185403,7.01,1002890755,2,136,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.6
-96.465685,41.185403,8.13,1002890757,2,132,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1189.6
-96.465726,41.185403,8.26,1002890759,2,133,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.0
-96.465765,41.185404,5.39,1002890761,2,137,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.0
-96.465807,41.185403,7.37,1002890763,2,130,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.0
-96.465849,41.185404,6.82,1002890765,2,137,240,13.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.0
-96.465888,41.185404,6.49,1002890767,2,136,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.0
-96.465926,41.185405,6.70,1002890769,2,118,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.3
-96.465966,41.185406,5.27,1002890771,2,130,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.3
-96.466006,41.185406,5.45,1002890773,2,125,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.6
-96.466045,41.185407,4.89,1002890775,2,135,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.3
-96.466086,41.185408,4.50,1002890777,2,128,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.3
-96.466125,41.185408,4.14,1002890779,2,127,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.6
-96.466166,41.185409,5.81,1002890781,2,129,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.6
-96.466203,41.185410,4.80,1002890783,2,132,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466241,41.185411,6.31,1002890785,2,116,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466279,41.185411,4.97,1002890787,2,125,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466314,41.185411,5.16,1002890789,2,124,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.6
-96.466352,41.185411,5.40,1002890791,2,111,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466388,41.185411,4.92,1002890793,2,121,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466424,41.185411,5.53,1002890795,2,118,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466460,41.185412,4.79,1002890797,2,119,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466495,41.185412,5.19,1002890799,2,117,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466529,41.185413,6.87,1002890801,2,113,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466565,41.185414,5.08,1002890803,2,110,240,13.2,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466601,41.185414,6.74,1002890805,2,116,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466639,41.185415,5.57,1002890807,2,115,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1190.9
-96.466674,41.185416,6.48,1002890809,2,126,240,13.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466710,41.185416,5.55,1002890811,2,112,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466747,41.185417,4.72,1002890813,2,120,240,13.1,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466784,41.185417,4.83,1002890815,2,114,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.3
-96.466820,41.185418,4.30,1002890817,2,124,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.466858,41.185418,5.11,1002890819,2,111,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.466895,41.185418,5.37,1002890821,2,119,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.466931,41.185418,4.94,1002890823,2,124,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.6
-96.466967,41.185419,5.10,1002890825,2,114,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.467004,41.185419,5.51,1002890827,2,117,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.467041,41.185419,5.95,1002890829,2,114,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.467079,41.185419,5.36,1002890831,2,120,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.467116,41.185420,4.58,1002890833,2,127,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1191.9
-96.467155,41.185420,5.07,1002890835,2,121,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467192,41.185420,4.67,1002890837,2,123,240,13.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467230,41.185421,4.66,1002890839,2,123,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467267,41.185421,5.03,1002890841,2,123,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467305,41.185421,5.16,1002890843,2,125,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467342,41.185421,4.85,1002890845,2,123,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467380,41.185422,4.93,1002890847,2,120,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467420,41.185422,4.01,1002890849,2,123,240,13.6,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467459,41.185422,5.28,1002890851,2,132,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.3
-96.467497,41.185423,5.11,1002890853,2,127,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.6
-96.467534,41.185423,4.22,1002890855,2,126,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.467574,41.185424,6.23,1002890857,2,119,240,13.5,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.467612,41.185423,5.19,1002890859,2,130,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1192.9
-96.467650,41.185424,6.29,1002890861,2,127,240,12.8,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.467690,41.185425,6.55,1002890863,2,123,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.467728,41.185424,6.40,1002890865,2,130,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.2
-96.467767,41.185424,6.93,1002890867,2,124,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.6
-96.467806,41.185424,6.93,1002890868,2,124,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.6
-96.467845,41.185425,6.77,1002890870,2,132,240,13.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1193.9
-96.467884,41.185426,7.26,1002890872,2,121,240,12.9,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1194.2
-96.467923,41.185427,7.07,1002890874,2,132,240,13.0,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1194.2
-96.467963,41.185427,7.94,1002890876,2,127,240,13.3,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1194.2
-96.468003,41.185428,7.64,1002890878,2,130,240,13.4,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1194.6
-96.468044,41.185429,7.73,1002890880,2,131,240,13.7,33,3,980415,"F36:2.31","L1:E","SOYBEANS",7,0,1194.6
